Year,EN.ATM.CO2E.KD.GD,NY.GNP.MKTP.KN,NY.GNP.MKTP.CN,NY.GNP.PCAP.KD.ZG,NY.GNP.MKTP.KD,NE.CON.GOVT.CN,DC.DAC.GBRL.CD,AG.PRD.FOOD.XD,AG.LND.CROP.ZS,NY.GNP.PCAP.KD,SP.POP.DPND.YG,EN.POP.DNST,NV.IND.TOTL.KD.ZG,SP.POP.DPND.OL,NY.GNP.PCAP.KN,AG.LND.CREL.HA,AG.LND.AGRI.K2,AG.YLD.CREL.KG,AG.PRD.CREL.MT,NV.AGR.TOTL.KN,NE.GDI.TOTL.KD.ZG,ER.FSH.AQUA.MT,NE.CON.TETC.CN,NE.CON.TETC.KN,NE.CON.TETC.KD,MS.MIL.MPRT.KD,NE.CON.TETC.ZS,NE.CON.TOTL.CN,NE.CON.TOTL.KN,NE.CON.TOTL.KD,NV.AGR.TOTL.CN,NE.CON.GOVT.KD.ZG,NV.AGR.TOTL.KD,NV.AGR.TOTL.ZS,AG.PRD.CROP.XD,NE.CON.GOVT.KD,NE.CON.GOVT.KN,NE.CON.GOVT.ZS,AG.LND.AGRI.ZS,NY.GNP.MKTP.KD.ZG,EN.URB.LCTY.UR.ZS,NE.EXP.GNFS.CN,EN.URB.LCTY,TM.VAL.MRCH.CD.WT,SP.POP.GROW,NE.EXP.GNFS.KN,NV.IND.TOTL.ZS,ER.FSH.CAPT.MT,NE.RSB.GNFS.ZS,TM.VAL.MRCH.RS.ZS,SP.POP.65UP.TO.ZS,NE.RSB.GNFS.KN,TM.VAL.MRCH.WL.CD,SP.POP.1564.TO.ZS,EN.URB.MCTY,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,NE.EXP.GNFS.ZS,SP.RUR.TOTL,TX.VAL.MRCH.R1.ZS,SP.POP.TOTL,SP.POP.TOTL.FE.ZS,NE.EXP.GNFS.KD,NY.EXP.CAPM.KN,TM.VAL.MRCH.HI.ZS,SP.DYN.LE00.MA.IN,SP.DYN.IMRT.IN,DT.ODA.ALLD.KD,FP.CPI.TOTL.ZG,SH.DYN.MORT,DT.ODA.ODAT.PC.ZS,DT.ODA.ALLD.CD,EN.ATM.CO2E.GF.ZS,DC.DAC.USAL.CD,DC.DAC.DEUL.CD,DC.DAC.TOTL.CD,NY.GSR.NFCY.CN,NE.RSB.GNFS.CN,SP.DYN.AMRT.MA,DT.ODA.ODAT.CD,SP.POP.0014.TO.ZS,NV.IND.TOTL.KD,NV.IND.TOTL.KN,DT.ODA.ODAT.KD,SP.DYN.CBRT.IN,SH.DTH.MORT,TM.VAL.MRCH.OR.ZS,SH.DTH.IMRT,NV.IND.TOTL.CN,SP.DYN.AMRT.FE,TM.VAL.MRCH.R5.ZS,NE.IMP.GNFS.CN,NY.GDP.DISC.CN,NE.DAB.TOTL.CN,SP.DYN.TFRT.IN,NE.DAB.DEFL.ZS,SP.DYN.LE00.IN,NE.CON.PRVT.KD,NE.DAB.TOTL.KN,NE.CON.PRVT.KN,NE.CON.PRVT.PC.KD,NE.CON.PETC.ZS,EN.ATM.CO2E.GF.KT,NE.CON.PETC.KD,NE.CON.PETC.KN,NE.CON.PETC.CN,NE.CON.PRVT.CN,SP.URB.GROW,NE.DAB.TOTL.KD,NY.GDS.TOTL.CN,NE.DAB.TOTL.ZS,BX.GRT.EXTA.CD.WD,NE.GDI.TOTL.KD,NE.GDI.TOTL.KN,NE.GDI.TOTL.CN,NY.GDY.TOTL.KN,NY.GDS.TOTL.ZS,EN.ATM.CO2E.KT,NE.GDI.TOTL.ZS,TX.VAL.MRCH.RS.ZS,SP.URB.TOTL.IN.ZS,NV.IND.MANF.KD,NV.SRV.TETC.CN,FP.CPI.TOTL,NE.IMP.GNFS.KD,NV.IND.MANF.KN,NV.SRV.TETC.KN,EN.ATM.CO2E.SF.KT,NV.IND.MANF.CN,SP.DYN.CDRT.IN,TX.VAL.MRCH.CD.WT,NY.GDP.DISC.KN,NV.SRV.TETC.ZS,NE.IMP.GNFS.KN,TX.VAL.MRCH.WL.CD,NV.SRV.TETC.KD,SP.URB.TOTL,EN.ATM.CO2E.SF.ZS,NV.IND.MANF.ZS,SP.DYN.LE00.FE.IN,NE.TRD.GNFS.ZS,FI.RES.XGLD.CD,EN.ATM.CO2E.PC,SP.DYN.TO65.FE.ZS,FI.RES.TOTL.CD,NE.IMP.GNFS.ZS,NY.TTF.GNFS.KN,BX.GRT.TECH.CD.WD,EN.ATM.CO2E.LF.ZS,EN.ATM.CO2E.LF.KT,SP.DYN.TO65.MA.ZS,ER.FSH.PROD.MT,AG.LND.ARBL.HA.PC,SP.POP.DPND,NY.GNP.PCAP.CN,NY.GDP.DEFL.KD.ZG,NV.IND.MANF.KD.ZG,AG.LND.ARBL.HA,DC.DAC.JPNL.CD,SP.ADO.TFRT,AG.LND.ARBL.ZS,AG.PRD.LVSK.XD
1972,0.49543744700000003,787061000000000.0,4755640000000.0,3.9455394360000002,86581203149.0,398041000000.0,16940000,27.85,4.416058999,715.1953815,80.86964743,66.82574286,21.00139436,6.325663757999999,6501435.935,10057690,383500,2152.4,21647980,270266000000000.0,19.03084066,118952.0,3697640000000.0,476634000000000.0,52432521953.0,5000000.0,76.77644494,3725650000000.0,422572000000000.0,46485358518.0,1847600000000.0,8.092549835,29730781570.0,38.3629095,28.85,5950885112,54096100000000.0,8.264781786,21.16948282,6.711188879,19.62518997,842517000000.0,4223963,1561700000.0,2.625891307,248030000000000.0,25.23509639,1177852.0,1.380823929,18.58179716,3.379178527,109135000000000.0,1556900000.0,53.42014144,10054296,8.305250795,2.090965401,82.221,17.4937236,99536341,2.206421759,121059511,50.12581952,27284737735.0,101726000000000.0,79.72894855,54.535,106.7,2733430000,6.51265988,155.1,4.1212788310000015,498920000.0,4.611219223,158000000.0,59950000,453200000.0,-60470329300.0,66502000600.0,261.055,498920000.0,43.20068004,29893479076.0,271745000000000.0,2733430000,38.631,719837,1.6892542869999998,498511,1215350000000.0,247.59599999999998,1.6892542869999998,776015000000.0,-28012937200.0,4749610000000.0,5.337999999999999,0.7410998459999999,55.64914634,40581290168.0,640886000000000.0,368902000000000.0,335.21769439999997,68.51166315,1998.515,31549907927.0,286802000000000.0,3299600000000.0,3327610000000.0,5.137626839,70501193118.0,1118470000000.0,98.61917607,84660000,18068671090.0,164252000000000.0,1051970000000.0,648916000000000.0,23.22355506,43340.273,21.84273113,9.491563682,17.779,5709316595.0,1753160000000.0,1.282653176,10307131464.0,51900200000000.0,236578000000000.0,524.381,521364000000.0,12.422,1777000000.0,-5863548.1510000015,36.40199411,93696300000000.0,1772100000.0,26024969719.0,21523170,1.209916237,10.82541726,56.818999999999996,33.60662327,572200989.3,0.358007997,55.4034,580053889.3,16.11289967,-146304000000000.0,39940000,79.81216685,34590.811,52.048759999999994,1296804.0,0.148687202,87.19531119,39283.4873,15.21017081,15.10149386,18000000.0,103200000,129.447,9.936132747,23.5
1973,0.511649357,860420000000000.0,7002200000000.0,6.520188349,94651195991.0,688399000000.0,19520000,30.29,4.416058999,761.8274673999997,80.32693275,68.58266531,20.71406335,6.361459032999999,6925341.804,11836770,383000,2127.2,25179300,295451000000000.0,17.05428426,129830.0,5471520000000.0,512036000000000.0,56326897764.0,73000000.0,76.78210379,5521380000000.0,456860000000000.0,50257259473.0,2725640000000.0,27.62896796,32501330291.0,38.24901082,31.32,7595053254,69042300000000.0,9.660329913,21.14188246,9.320721529,19.42493694,1499280000000.0,4411693,2729100000.0,2.595143204,294251000000000.0,26.53591501,1164611.0,2.409145325,16.4655077,3.407527898,121670000000000.0,2709300000.0,53.56519441,10481245,8.436132528,1.9839456009999998,81.72,21.03940761,101530807,1.155672164,124242299,50.11459584,32369277176.0,141829000000000.0,80.1129443,55.083999999999996,103.6,2886680000,31.03786301,150.1,4.932539118999999,612830000.0,6.403462945,158000000.0,46580000,518900000.0,-123840000000.0,171677000000.0,256.92,612830000.0,43.02727769,36085633270.0,328034000000000.0,2886680000,37.946999999999996,700814,3.421548001,486201,1890960000000.0,242.72299999999998,3.421548001,1327600000000.0,-49855529100.0,6954360000000.0,5.251,0.9874149940000001,56.19229268,42804637049.0,704300000000000.0,389113000000000.0,344.52547480000015,67.12177388,3146.2859999999996,35330130096.0,321166000000000.0,4783120000000.0,4832980000000.0,5.374102261,77477051447.0,1654520000000.0,97.59085468,86270000,21150153620.0,192264000000000.0,1482840000000.0,720540000000000.0,23.21789621,49134.133,20.80875088,8.408295852,18.28,6579903661.0,2509440000000.0,1.680761311,13815458447.0,59814200000000.0,237346000000000.0,355.699,756444000000.0,12.027999999999999,3211000000.0,-7057679.496,35.21507417,125589000000000.0,3201600000.0,26109452706.0,22711492,0.723934622,10.61520778,57.356,39.66966989,804734955.0,0.39547025,56.1912,811133205.0,18.63026228,-152422000000000.0,54610000,78.85663109,38745.522000000004,52.75383000000001,1294441.0,0.144878195,86.68839178,56359.22925,34.78569758,15.24853372,18000000.0,142860000,127.0052,9.936132747,24.07
1974,0.493083716,920499000000000.0,10984200000000.0,4.277421349,101260000000.0,808580000000.0,15700000,31.81,4.416058999,794.4140381,79.60275528,70.36174809999999,8.542860276,6.381937142000001,7221567.852999999,11175470,383000,2280.3,25483788,306462000000000.0,19.20540538,136244.0,8039000000000.0,568263000000000.0,62512167530.0,73000000.0,71.14476065,8150960000000.0,523520000000000.0,57590186141.0,3517180000000.0,-10.47477991,33712555352.0,31.12686401,32.63,6799488141,61810300000000.0,7.15589201,21.14188246,6.982451319,19.23661572,3366750000000.0,4608043,3841900000.0,2.5609954040000003,313563000000000.0,34.18124646,1225698.0,9.333755443,10.1465497,3.4314314039999996,112277000000000.0,3841700000.0,53.76786589,10929452,8.574457386,1.931263239,81.207,29.79554508,103510691,1.410120002,127465232,50.10363689,34493776618.0,241683000000000.0,86.50076789,55.613,100.6,2838920000,40.60220684,145.3,5.182118995,660540000.0,6.388153658999999,82000000.0,57650000,549430000.0,-315301000000.0,1054670000000.0,252.785,660540000.0,42.8007027,39168378500.0,356058000000000.0,2838920000,37.264,682033,3.3526824060000004,474125,3862310000000.0,237.84900000000002,1.949657704,2312080000000.0,-111958000000.0,10244800000000.0,5.152,1.28469605,56.72080488,50803395663.0,797452000000000.0,461825000000000.0,398.56669039999997,63.98886864,3274.631,44172325999.0,401546000000000.0,7230420000000.0,7342380000000.0,5.328685733,87724293946.0,3260500000000.0,90.66624456,93250000,25212126360.0,229189000000000.0,2205830000000.0,873162000000000.0,28.85523935,51260.992999999995,19.52148391,1.767027165,18.793,7642807970.0,3920010000000.0,2.363187495,18258050488.0,69476400000000.0,267838000000000.0,440.04,1035750000000.0,11.655,7426000000.0,-6483511.52,34.69188953,165974000000000.0,7424900000.0,29463696241.0,23954541,0.858430503,9.166334874,57.88399999999999,50.25733472,1489500461.0,0.402156668,56.979,1500130961.0,20.46178964,-71880000000000.0,78100000,76.84383718,39390.914,53.458909999999996,1361942.0,0.141214979,85.98469242,86174.08356,46.47229001,16.15379744,18000000.0,221090000,124.5634,9.936132747,25.49
1975,0.488852216,980450000000000.0,13003800000000.0,3.8576368289999996,107855000000.0,1205660000000.0,12960000,31.18,4.416058999,825.0596466,78.77896648,72.1606772,2.577582538,6.388787426,7500149.714,10939970,382560,2307.3,25242090,306462000000000.0,14.58376362,149633.0,9785950000000.0,620213000000000.0,68227029867.0,4000000.0,73.35027738,9892470000000.0,588142000000000.0,64698987510.0,4026100000000.0,30.42112676,33712555352.0,30.17749216,31.95,8867969048,80613700000000.0,9.036982474,21.11759413,6.5129507,19.06041578,3203120000000.0,4813132,4769800000.0,2.524549585,305967000000000.0,33.47317237,1226933.0,2.9854163419999997,10.67639535,3.45026998,96924300000000.0,4769400000.0,54.00508344,11399487,8.720263081,1.877194016,80.683,24.00884602,105472140,1.4826600580000002,130724118,50.09294918,33658158714.0,211632000000000.0,84.24959114,56.123999999999995,97.8,2676320000,19.05426975,140.8,5.252818,686670000.0,9.472682793999999,91000000.0,43970000,527390000.0,-337601000000.0,398296000000.0,248.65,686670000.0,42.54464658,40177975784.0,365235000000000.0,2676320000,36.592,665286,5.074013503,463503,4465790000000.0,232.976,1.165765086,2804820000000.0,-106516000000.0,12943100000000.0,5.043,1.4660977419999999,57.23570732,55942464253.0,882827000000000.0,508541000000000.0,427.9429466,64.3132949,5111.798,46824251629.0,425653000000000.0,8580290000000.0,8686810000000.0,5.274658006,97116033188.0,3555450000000.0,97.01458366,68630000,28889003272.0,262614000000000.0,3157150000000.0,909143000000000.0,26.64972262,53963.572,23.66430628,2.286647611,19.317,8584235530.0,4849510000000.0,2.813475615,20385877847.0,78034400000000.0,310993000000000.0,546.383,1308060000000.0,11.304,7102000000.0,-5221699.183999999,36.34933548,185316000000000.0,7102100000.0,34211010096.0,25251978,1.012503398,9.804518086,58.403,45.03227569,584333691.0,0.412805019,57.76681,592327941.0,21.02342968,-94335100000000.0,78740000,75.58439793,40788.041,54.16399000000001,1376566.0,0.137694561,85.16775391,99475.13986,11.19504803,12.31782303,18000000.0,197920000,122.1216,9.936132747,26.0
1976,0.528305382,1051940000000000.0,16121800000000.0,4.660600738,115720000000.0,1529670000000.0,7290000,30.86,4.416058999,863.5123825999997,78.13079775,73.97489194,12.25458418,6.451772677999999,7849701.747,10463810,380460,2472.6,25873084,320961000000000.0,5.999516897,156744.0,11896600000000.0,643509000000000.0,70789744514.0,156000000.0,72.88979172,12029800000000.0,605648000000000.0,66624748562.0,4839760000000.0,7.296770532999999,35307593532.0,29.65284961,31.69,9515044400,86495900000000.0,9.372174002000001,21.00167258,7.291906487,18.897289899999997,4003620000000.0,5027651,5673100000.0,2.483047714,358048000000000.0,34.06827752,1329767.0,3.0059041580000003,10.80071206,3.4953314730000002,113693000000000.0,5673700000.0,54.17629615,11893261,8.874859577,1.8165033130000001,80.14699999999998,24.52985487,107405552,1.342085556,134010695,50.08182593,39387356640.0,246575000000000.0,85.18074625,56.621,95.1,2462520000,19.85922574,136.5,4.974453718,666630000.0,9.136212625,127000000.0,35620000,523850000.0,-199600000000.0,490606000000.0,244.515,666630000.0,42.32837237,45101619648.0,409993000000000.0,2462520000,35.938,649873,4.018541691999999,453616,5560420000000.0,228.10299999999998,2.661402612,3513010000000.0,-133136000000.0,15830800000000.0,4.927,1.7172320859999999,57.73660976,57254753231.0,921879000000000.0,520471000000000.0,427.24017829999997,63.51761771,5647.18,46421054560.0,421988000000000.0,10367000000000.0,10500100000000.0,5.220005368,101412000000.0,4424770000000.0,96.99409584,58900000,30622203905.0,278369000000000.0,3934160000000.0,952094000000000.0,27.11020828,61810.95200000001,24.10430413,1.6977908830000001,19.852999999999998,9414321191.0,5921220000000.0,3.3722100889999997,23800777128.0,85580300000000.0,314919000000000.0,447.374,1690940000000.0,10.975,8547000000.0,-6789347.188999997,36.27887287,216359000000000.0,8546400000.0,34642853174.0,26605143,0.723777883,10.36026289,58.908,46.05380558,1496517030.0,0.461238948,58.55461,1504197780.0,21.52395071,-111473000000000.0,83830000,74.17536782,45848.501,54.86906,1486511.0,0.13431763800000002,84.58257042,120302.3417,15.42468289,9.669884494,18000000.0,200480000,119.6798,9.936132747,27.11
1977,0.648561543,1137900000000000.0,19748800000000.0,5.562480015,125175000000.0,1996930000000.0,8650000,32.25,4.416058999,911.5450863,77.34930408,75.80282407,13.672704999999999,6.495949556,8286339.837999999,10926080,380460,2424.5,26489786,324997000000000.0,15.95235372,173780.0,14253200000000.0,666731000000000.0,73344283171.0,60000000.0,70.96650847,14419100000000.0,632130000000000.0,69537916200.0,5940070000000.0,16.38739276,35751531061.0,29.57554087,33.06,11074312097,100670000000000.0,9.942692186,21.00167258,8.170946799,18.7465866,4989860000000.0,5251100,6230300000.0,2.4409811230000003,391899000000000.0,34.25449683,1414037.0,5.6497695310000005,11.4554066,3.533378985,130298000000000.0,6228500000.0,54.39357178,12409982,9.037132415,1.758658234,79.602,24.84446832,109311156,1.400477582,137322122,50.07016422,43111168424.0,292500000000000.0,85.09593000000002,57.105,92.5,1704660000,11.036539900000001,132.4,3.735159292,512920000.0,8.042704626,102000000.0,24510000,401530000.0,-335599000000.0,1134720000000.0,240.38,512920000.0,42.07304924,51268231055.0,466050000000000.0,1704660000,35.3,635135,3.4486634019999998,444474,6879810000000.0,223.229,1.66492735,3855140000000.0,-165933000000.0,18949700000000.0,4.806,1.915062778,58.225,58705382171.0,989507000000000.0,533657000000000.0,427.5012745,61.02381628,6629.936,50268147956.0,456959000000000.0,12256300000000.0,12422200000000.0,5.14915334,108851000000.0,5831200000000.0,94.35023047,73240000,35507166189.0,322776000000000.0,4696480000000.0,1056020000000000.0,29.03349153,82434.16,23.383722,1.021546518,20.398,10710105515.0,7264520000000.0,3.744385401,24859552719.0,97359500000000.0,346423000000000.0,509.713,2114550000000.0,10.664000000000001,10853000000.0,-8158270.19,36.169962299999995,225984000000000.0,10846300000.0,38108494975.0,28010966,0.618327402,10.528320599999999,59.401,44.03916712,2508735193.0,0.600297744,59.34242,2536611743.0,19.19469879,-99398900000000.0,86610000,68.42526690000001,56405.794,55.57414,1587817.0,0.13107866199999998,83.84525363,143813.6872,13.27284731,13.76396978,18000000.0,148350000,117.238,9.936132747,27.43
1978,0.6767393979999999,1239500000000000.0,23540400000000.0,6.339371865,136352000000.0,2556500000000.0,11330000,34.34,4.416058999,969.3313191,76.44245552,77.64859155,5.290218167,6.518331527000001,8811641.734,11953780,380460,2493.0,29800800,341786000000000.0,15.03915398,189266.0,17499100000000.0,749235000000000.0,82420126899.0,126000000.0,72.90539492,17682000000000.0,727596000000000.0,80039731674.0,6744700000000.0,17.62483939,37598374408.0,28.09998861,35.29,13026141818,118413000000000.0,10.65097424,21.00167258,8.928691686,18.60649204,5499580000000.0,5484810,6690400000.0,2.4057862219999997,395806000000000.0,35.73669377,1478892.0,3.206676654,8.445188485,3.562693205,117357000000000.0,6690200000.0,54.65652046,12953116,9.208429175,1.702330313,79.044,22.91253978,111187922,2.046758512,140665859,50.05909998,43540964620.0,296000000000000.0,86.97198888,57.57899999999999,90.0,1748210000,8.109469443,128.5,4.4862342889999995,631060000.0,8.385384135,142000000.0,26060000,543160000.0,-462101000000.0,769683000000.0,236.64700000000002,631060000.0,41.78078634,53980432328.0,490706000000000.0,1748210000,34.67,621173,4.582822636,435940,8577700000000.0,219.044,2.3093480019999997,4729900000000.0,-182883000000.0,23232800000000.0,4.6819999999999995,2.073335187,58.70095122,67313962371.0,1120550000000000.0,611913000000000.0,478.5380251,62.25442069,7876.715999999998,58311225776.0,530074000000000.0,14942600000000.0,15125500000000.0,5.104600886,123267000000.0,6503380000000.0,96.79332335,71180000,40847143587.0,371318000000000.0,5733700000000.0,1161980000000000.0,27.09460508,93933.87199999999,23.88792843,2.3971896790000002,20.956,12511977695.0,8680100000000.0,4.048035191,28004624282.0,113739000000000.0,404112000000000.0,546.383,2816300000000.0,10.37,11643000000.0,-6973734.7979999995,36.16331763,254574000000000.0,11642800000.0,44454592957.0,29477937,0.581667708,11.73336109,59.879,42.61840292,2626115963.0,0.667780175,60.037119999999994,2676739963.0,19.70586313,-99806000000000.0,115090000,66.72782636,62680.030999999995,56.22124,1668158.0,0.12796282,82.96078705,167349.7695,9.434155297,16.82403761,18000000.0,227590000,113.0436,9.936132747,28.28
1979,0.639739775,1293530000000000.0,32860300000000.0,1.90470175,142295000000.0,3277400000000.0,18680000,35.84,4.416058999,987.7941897,75.40179354,79.5186032,5.740856593999999,6.514106031,8979477.228,11397185,380000,2622.4,29888191,364527000000000.0,24.787437,202202.0,23067700000000.0,765871000000000.0,84250196817.0,376000000.0,67.16533177,22793600000000.0,776366000000000.0,85404731027.0,9374000000000.0,11.99888818,40100049565.0,27.29387661,37.03,14589134008,132622000000000.0,9.542666196,20.97628024,4.358873492,18.47676709,10496600000000.0,5728921,7202300000.0,2.379758578,404871000000000.0,37.68762007,1567885.0,8.008661201,9.293345881,3.5808338060000002,107924000000000.0,7225600000.0,54.97045626,13523432,9.387783357,1.658576627,78.476,30.56236039,113047437,1.724813044,144053516,50.05008625,44538118836.0,383249000000000.0,86.11741585,58.041000000000004,87.7,1866420000,16.26028886,124.8,4.990575863,718910000.0,7.770022751,181000000.0,29960000,633010000.0,-1484400000000.0,2750550000000.0,232.91400000000002,718910000.0,41.44870994,57079371537.0,518876000000000.0,1866420000,34.042,608005,4.589238264,428348,12943700000000.0,214.859,2.03166519,7746000000000.0,274132000000.0,31594100000000.0,4.5569999999999995,2.570240466,59.16343902,71190649542.0,1229230000000000.0,647154000000000.0,494.1958483,57.62266557,7389.005,61091742466.0,555350000000000.0,19790300000000.0,19516200000000.0,5.054119681,135222000000.0,11277000000000.0,91.9913388,137150000,50972103570.0,463359000000000.0,8526420000000.0,1329660000000000.0,32.83466823,95096.311,24.82600703,0.8652951179999999,21.524,14580792474.0,12027000000000.0,4.706257406000001,31111992636.0,132546000000000.0,439307000000000.0,652.726,4002900000000.0,10.091000000000001,15591000000.0,-6823084.827000001,35.01850331,282821000000000.0,15578500000.0,48326334375.0,31006079,0.686384144,11.65507376,60.342,53.11605959,4061820390.0,0.660145713,60.73183,4205180390.0,22.55369919,-21621400000000.0,142270000,66.73736166,63464.769,56.86835,1770087.0,0.12495356199999999,81.91589957,228111.7516,33.61145343,16.53467444,18000000.0,226900000,108.8492,9.936132747,30.64
1980,0.58647314,1404560000000000.0,46902800000000.0,6.0538903710000005,154510000000.0,5148000000000.0,18400000,38.96,4.416058999,1047.594167,74.23857861,81.41576975,10.15177778,6.48334271,9523084.936,11740005,380000,2865.7,33642843,389745000000000.0,24.36955844,225296.0,30308300000000.0,776006000000000.0,85365162989.0,897000000.0,61.96309665,30742400000000.0,821463000000000.0,90365633827.0,11725500000000.0,19.68766674,42874214030.0,23.97190952,40.04,17461394092,158732000000000.0,10.52470218,20.97628024,8.584139707,18.35589784,16718100000000.0,5984256,10834000000.0,2.357798897,427254000000000.0,41.71588675,1652660.0,13.96862489,7.574764932000001,3.587468893,107456000000000.0,10837300000.0,55.3336304,14123342,9.575772563,1.615974465,77.896,34.17899693,114889095,1.2707668859999999,147490366,50.04366319,47000403889.0,524868000000000.0,89.63210394,58.486000000000004,85.4,2281480000,18.0171508,121.1,6.3821795660000005,941310000.0,12.84432064,117000000.0,65640000,845580000.0,-2010700000000.0,6832540000000.0,229.18,941310000.0,41.07890071,62873942495.0,571551000000000.0,2281480000,33.4,594489,2.79313113,420430,20404700000000.0,210.673,0.531497698,9885600000000.0,-434081000000.0,42081000000000.0,4.43,3.111844796,59.60990244,73461165816.0,1352280000000000.0,667794000000000.0,498.07433399999996,51.43839447,12174.44,73742840747.0,670354000000000.0,25160300000000.0,25594400000000.0,5.0167993310000005,148759000000.0,18605200000000.0,86.03137511,108980000,63393780136.0,576277000000000.0,11772600000000.0,1566790000000000.0,38.03690335,94784.616,24.06827847,0.951364078,22.104,17893744233.0,16783300000000.0,5.554190900000001,34141346701.0,162662000000000.0,477525000000000.0,707.7310000000001,6353400000000.0,9.827,21909000000.0,-7504114.826,34.31220373,310360000000000.0,21915900000.0,52530511644.0,32601271,0.7466728570000001,12.9890525,60.79,54.38936898,5391695655.0,0.642649541,61.42653000000001,6802958655.0,20.21037204,97614100000000.0,183570000,69.83132157,66189.35,57.51545,1877956.0,0.12204187,80.72192132,318005.8573,30.99043917,22.72134224,18000000.0,350030000,104.6548,9.936132747,32.66
1981,0.57304302,1531510000000000.0,56496400000000.0,6.5189725329999995,168475000000.0,6452000000000.0,11580000,41.77,4.416058999,1115.886543,73.21686045,83.34143367,6.052423501,6.487818392,10143892.23,12336878,379500,3022.1,37283478,408468000000000.0,12.39810331,269959.0,39895000000000.0,1006280000000000.0,110697000000.0,797000000.0,68.28843647,38745000000000.0,1102900000000000.0,121325000000.0,13648900000000.0,9.844366336,44933873880.0,23.36288294,42.86,19180357694,174358000000000.0,11.04391713,20.94867987,9.038383006,17.99162122,16965700000000.0,6197362,13272000000.0,2.3376842780000002,350144000000000.0,41.21151044,1677030.0,5.017475398999999,7.013075097000001,3.6102668189999996,1059350000000.0,13269500000.0,55.64685385,14604132,9.672966028,1.420737743,77.185,29.04022142,116533018,2.242726887,150978841,50.04200158,38517800900.0,501991000000000.0,88.31530954,58.90600000000001,83.1,2406180000,12.24437573,117.5,6.406659328,967270000.0,13.38873838,103000000.0,173620000,830240000.0,-1924900000000.0,2931270000000.0,225.447,967270000.0,40.74287933,66679339766.0,606144000000000.0,2406180000,32.724000000000004,581284,4.671615359,412067,24076300000000.0,206.488,0.844040846,14034400000000.0,1149990000000.0,55490000000000.0,4.301,3.354889642,60.03526829,102555000000.0,1654000000000000.0,932273000000000.0,679.2702677999997,57.24451934,13410.219,105106000000.0,955462000000000.0,33443000000000.0,32293000000000.0,5.503646657999999,181950000000.0,18526300000000.0,94.98252459999999,124400000,71253406487.0,647724000000000.0,15595000000000.0,1740740000000000.0,31.71156353,100160.43800000001,26.69408814,1.045765908,22.815,19299907877.0,20696100000000.0,6.234266902999999,45680870111.0,175445000000000.0,537208000000000.0,792.072,7066800000000.0,9.578,22260000000.0,1139288.578,35.42560662,415259000000000.0,23810300000.0,59095963789.0,34445823,0.7908032509999999,12.09627311,61.221000000000004,53.06296744,5014171978.0,0.6634071189999999,62.12124,6248011978.0,24.02274602,151848000000000.0,195920000,70.28263894,70395.399,58.16256,1946989.0,0.119222004,79.70467884,374200.7681,10.43919017,7.858409207,18000000.0,299800000,100.4604,9.936132747,34.29
1982,0.59647958,1522570000000000.0,59610600000000.0,-2.853607568,167492000000.0,7228700000000.0,15560000,41.62,4.416058999,1084.04352,72.08675064,85.28859829,-5.760456358,6.467487649,9854425.351,11049754,379500,3332.1,36818521,412839000000000.0,5.647824334,273541.0,44477700000000.0,1024630000000000.0,112716000000.0,357000000.0,70.99791512,45152300000000.0,1142580000000000.0,125691000000.0,15000500000000.0,8.99627802,45414654944.0,23.94467361,42.14,20905875997,190043000000000.0,11.53887246,20.94867987,-0.583907979,17.52287441,15851600000000.0,6391074,16859000000.0,2.309495098,318606000000000.0,37.90299426,1753048.0,1.245446432,5.544878638999998,3.6221417710000003,-22425300000000.0,16858800000.0,56.00539139,15027501,9.726143404,1.279397735,76.39399999999998,25.3032939,118033517,1.7759764519999999,154506266,50.0438157,35048495680.0,442916000000000.0,90.6944741,59.298,80.8,2324830000,9.481448411,113.9,5.806690067000001,897170000.0,14.73299704,72000000.0,140060000,761390000.0,-3035900000000.0,780229000000.0,221.71400000000003,897170000.0,40.37246684,62838305499.0,571227000000000.0,2324830000,32.001,567519,3.760647258,403558,23744900000000.0,202.30200000000002,1.47104183,15071400000000.0,-674590000000.0,61866300000000.0,4.167,3.6201530760000002,60.43946341,105292000000.0,1708940000000000.0,957150000000000.0,681.4737166,59.45904266,15529.745,107804000000.0,979989000000000.0,37249000000000.0,37923600000000.0,5.717763708,187993000000.0,18168800000000.0,98.75455357,92090000,75277673717.0,684307000000000.0,17388600000000.0,1730740000000000.0,29.00208488,105407.915,27.75663845,0.686233722,23.605999999999998,19531848106.0,23901100000000.0,6.825365702999999,46325103268.0,177553000000000.0,576066000000000.0,861.745,7482300000000.0,9.344,22293000000.0,2891814.668,38.15233213,421115000000000.0,22353900000.0,63370571970.0,36472749,0.817533484,11.94368389,61.63800000000001,49.36114137,3144463870.0,0.6822242079999999,62.81594000000001,4562681470.0,24.05784747,124310000000000.0,218080000,71.29239868,75147.83099999999,58.80966,2026589.0,0.11650013,78.55423828,385813.4911,6.061304787,1.2017685790000001,18000000.0,294550000,96.266,9.936132747,36.27
